"order_id","presence_id","spacetime_volume_id","place_type","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI"
456,6115,7093,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lange violettenstraat","Lange violettenstraat","rue longue des violettes","Rue longue des violettes","van Van Arteveldeplaats tot vijfwindgatbrug",4,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=591&xywh=-661%2C0%2C4469%2C2706"
457,6116,4060,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lange wijngaardstraat","Lange wijngaardstraat","rue longue de la vigne","Rue longue de la vigne","van reep. tot lange boomgaardstraat.",4,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=591&xywh=-661%2C0%2C4469%2C2706"
458,6117,4061,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lang schipgracht","Lang schipgracht","rue longue des bateaux","Rue longue des bateaux","van lange steenstraat tot zaaimanstraat.",3,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=591&xywh=-661%2C0%2C4469%2C2706"
459,6118,4062,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Laurens Delvauxstraat","Laurens Delvauxstraat","rue Laurens Delvaux","Rue Laurens Delvaux","van boulevard der citadel tot van hulthemstraat.",5,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=591&xywh=-661%2C0%2C4469%2C2706"
460,6119,4063,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Laurentplaats","Laurentplaats","place Laurent","Place Laurent","van brabantdam tot aan het standbeeld van Lieven Bauwens.",4,"1|2","1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=591&xywh=-661%2C0%2C4469%2C2706"
461,6120,4364,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Laurentstraat","Laurentstraat","rue Laurent","Rue Laurent","ziet spaarstraat (rue de l’épargne).",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=591&xywh=-661%2C0%2C4469%2C2706"
462,6121,4065,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Ledeganckstraat","Ledeganckstraat","rue Ledeganck","Rue Ledeganck","van zwijnaardschen steenweg tot boulevard der normaalschool","H 5",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=591&xywh=-661%2C0%2C4469%2C2706"
463,6122,4066,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leemsstraat","Leemsstraat",,,"ziet kleemstraat.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
464,6123,4067,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leemsstraat","Leemsstraat","rue d'argile","Rue d'argile","Gentbrugge, van brusselschensteenweg tot voordries.",0,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
465,6124,4068,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leeuwerikstraat","Leeuwerikstraat","rue de l'alouette","Rue de l'alouette","van maltebrugstraat tot vinkstraat, s. Pieters-Aigem.","H 5",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
466,6125,4069,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leeuwstraat","Leeuwstraat","rue du lion","Rue du lion","van Benardstraat tot s. Lievensboulevard.",5,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
467,6126,4070,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leikaai, buiten de brugschepoort","Leikaai, buiten de brugschepoort","quai de la lys","Quai de la lys","van coupure, links tot Drongen.",6,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
468,6127,4071,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leisteeg","Leisteeg","ruelle de la lys","Ruelle de la lys","van nederkouter tot de lei lindenlei)",5,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
469,6128,4072,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leistraat, buiten de brugschepoort","Leistraat, buiten de brugschepoort","rue de la lys","Rue de la lys","van rooigemstraat tot leikaai.",6,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
470,6129,4073,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leistraatje","Leistraatje","ruelle de la lys","Ruelle de la lys","van sluizeken tot achterlei.",3,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
471,6130,3700,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leopoldboulevard","Leopoldboulevard",,,"ziet boulevard Leopold.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
472,6131,4075,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leopoldstraat","Leopoldstraat","rue Léopold","Rue Léopold","van roodentorenkaai tot kasteelbrugstraat.","H 3",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
473,6132,4076,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lievegang","Lievegang","passage de la liève","Passage de la liève","van s. Antoniuskaai tot kluizestraat.",3,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
474,6133,4077,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lievekaai","Lievekaai","quai de la liève","Quai de la liève","van klein gewat tot korte zilverstraat.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
475,6134,4078,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lieven Bauwensplaats","Lieven Bauwensplaats","pl. Liévin Bauwens","Place Liévin Bauwens","van lammenstraat tot muinkkaai, dierentuindreef en statiestr. ","4|5",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
476,6135,4079,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lievestraat","Lievestraat","rue de la liève","Rue de la liève","v. lievebrug t. langesteenst.",3,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
477,6136,4080,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Limburgstraat","Limburgstraat","rue du Limbourg","Rue du Limbourg","van Vlaanderenstraat tot bij s. Baafs.",1,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
478,6137,4081,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lindenlei","Lindenlei","quai aux tilleuls","Quai aux tilleuls","van recollettenlei t. coupure, rechter oever.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
479,6138,4082,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lindenstraat","Lindenstraat","rue des tilleuls","Rue des tilleuls","van palingshuizen, langs hospice Guislain, tot kerkstraat","H 6",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
480,6139,4083,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lindenstraat","Lindenstraat","rue des tilleuls","Rue des tilleuls","Ledeberg, van Vandeveldestraat tot rietgrachtstraat.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
481,6140,4084,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Liverpoolstraat","Liverpoolstraat","rue de Liverpool","Rue de Liverpool","van meulesteedschen steenweg tot voorhavendreef.","HM 3",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
482,6141,4085,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Londenstraat","Londenstraat","rue de Londres","Rue de Londres","van voorhavendreef en gelijkloopend met deze tot voorhavenplaats.","HM 3",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
483,6142,4086,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Loodsenstraat","Loodsenstraat","rue des Pilotes","Rue des Pilotes","van meulesteedschensteenweg tegenover de windmolenstraat tot terneuzenlaan.","HM 3",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
484,6143,4087,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Loostraat","Loostraat","rue de Loo","Rue de Loo","van kortrijkschen steenweg tot meerschstraat, s. Pieters-Aigem.","H 5",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
485,6144,3701,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lousbergsboulevard","Lousbergsboulevard",,,"ziet boulevard Lousbergs.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
486,6145,4089,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Luxemburgstraat","Luxemburgstraat","rue du luxembourg","Rue du luxembourg","van kleine ramstraat tot ramstraat.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
487,6146,4090,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lijsterstraat","Lijsterstraat","rue de la grive","Rue de la grive","van groendreef tot kieken straat",6,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
488,6147,4091,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Maagdestraat","Maagdestraat","rue de la pucelle","Rue de la pucelle","van violettenlei tot papegaaistraat.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
489,6148,4092,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Mageleinstraat","Mageleinstraat","rue magelein ou aux marjolaines","Rue magelein|Rue aux marjolaines","van aan het belfort tot kalanderstraat.",1,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
490,6149,4093,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Magerstraat","Magerstraat","rue maigre","Rue maigre","Gentbrugge, van brusselschen steenweg tot kasteelstraat.",0,1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
491,6150,4094,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Makkelaarsstraat","Makkelaarsstraat","rue des courtiers","Rue des courtiers","van meulesteedschen steenweg tegenover de zeilstr. tot terneuzenlaan.","HM 3",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
492,6151,4095,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Maltebrugstraat","Maltebrugstraat","rue du pont de malte","Rue du pont de malte","van en tot kortrijkschen steenweg, s. pieters-aigem.","H 5",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
493,6152,4096,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Maria-Theresiaplaats","Maria-theresiaplaats","place Marie-Thérèse","Place Marie-Thérèse","tusschen de wondelgem¬, de Maria-Therresia¬, de vlot en de torekensstraat.","H 6",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
494,6153,4097,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Maria-Theresiastraat","Maria-theresiastraat","r. Marie-Thérèse","Rue Marie-Thérèse","in den nieuwen rabotwijk, van de kerkstraat tot Maria-Therresiapl.","H 6",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
495,6154,4092,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Marjoleinstraat","Marjoleinstraat",,,"ziet mageleinstraat.",,,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
496,6155,4099,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Marnixstraat","Marnixstraat","rue Marnix","Rue Marnix","eerste straat links, van kortrijkschen steenweg tot boulevard Leopold.","H 5",2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
497,6156,4100,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Marseillestraat","Marseillestraat","rue de Marseille","Rue de Marseille","van Londenstraat tot voorhavendreef.","H 3",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
498,6157,4101,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Maststraat","Maststraat","rue du mât","Rue du mât","van meulesteedschen steenweg tot spadestraat.","HM 3",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
499,6158,4102,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Mathieu-Gesweinstraat","Mathieu-gesweinstraat","rue Math. Geswein","Rue Mathieu Geswein","van Van Akensstraat tot begijnhofboulevard.",2,2,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
500,6159,4103,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Matrozenstraat","Matrozenstraat","rue des matelots","Rue des matelots","tusschen de terneuzenlaan bij de muidebrug en de makelaarsstraat.","HM 3",1,"1895-01-01T00:00:00",,,"1895-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/ATGYF64U","https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3AF671A398-513F-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=592&xywh=-661%2C0%2C4469%2C2706"
