"order_id","presence_id","spacetime_volume_id","place_type","place_name_NL","place_name_NL_standardised","place_name_FR","place_name_FR_standardised","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI","IIIF_canvas_URI"
468,5074,4060,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lange wijngaardstraat","Lange wijngaardstraat","rue longue de la vigne","Rue longue de la vigne","van reep tot lange boomgaardstraat.",4,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
469,5075,4062,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Laurens Delvauxstraat","Laurens Delvauxstraat","r. Laurent Delvaux","Rue Laurent Delvaux","van citadelboulevard tot Van Duyse'splaats.",5,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
470,5076,4063,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Laurentplaats","Laurentplaats","place Laurent","Place Laurent","van brabantdam tot vlaanderenstraat, limburgstraat en henegouwenstr.",4,"1|2","1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
471,5077,4364,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Laurentstraat","Laurentstraat",,,"ziet spaarstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
472,5078,4065,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Ledeganckstraat","Ledeganckstraat","rue Ledeganck","Rue Ledeganck","van zwijnaardschen steenweg tot hofbouwlaan.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
473,5079,4066,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leemstraat","Leemstraat",,,"ziet kleistraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
474,5080,4067,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leemstraat","Leemstraat","rue d'argile","Rue d'argile","Gentbrugge, van brusselschensteenweg tot voordries.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
475,5081,4068,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leeuwerikstraat","Leeuwerikstraat","rue de l'alouette","Rue de l'alouette","van maltebrugstraat tot voskensstraat, s. Pieters-Aigem.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
476,5082,4069,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leeuwstraat","Leeuwstraat","rue du lion","Rue du lion","van Benardstraat tot olifantstraat.",5,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
477,5083,4070,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leikaai, buiten de brugschepoort","Leikaai, buiten de brugschepoort","quai de la lys","Quai de la lys","van coupure links, aan de fabriek «La Lys» tot rooigemboulevard.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
478,5084,4071,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leisteeg","Leisteeg","ruelle de la lys","Ruelle de la lys","van nederkouter tot de lei.",5,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
479,5085,4072,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leistraat, buiten de brugschepoort","Leistraat, buiten de brugschepoort","rue de la lys","Rue de la lys","van rooigemstraat tot leikaai.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
480,5086,4073,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leistraatje","Leistraatje","ruelle de la lys","Ruelle de la lys","van sluizeken tot achterlei.",3,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
481,5087,403,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lentestraat","Lentestraat","r. du printemps","Rue du printemps","v stropstr. t. stropkaai.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
482,5088,3700,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leopoldboulevard","Leopoldboulevard","boulevard Leopold","Boulevard Leopold","van citadelboulevard tot kortrijkschen steenweg.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
483,5089,4075,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Leopoldstraat","Leopoldstraat","rue Léopold","Rue Léopold","van roodentorenkaai tot kasteelstraat.","H 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
484,5090,4076,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lievegang","Lievegang","passage de la liève","Passage de la liève","van s. Antoniuskaai tot kluizestraat.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
485,5091,4077,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lievekaai","Lievekaai","quai de la liève","Quai de la liève","van klein gewat tot korte zilverstraat.",2,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
486,5092,4078,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lieven Bauwensplaats","Lieven Bauwensplaats","pl. LiévinBauwens","Place LiévinBauwens","van lammerstraat tot muinkkaai, dierentuindreef en statiestr.","4|5",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
487,5093,4079,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lievestraat","Lievestraat","rue de la liève","Rue de la liève","v. lievebrug t. langesteensst.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
488,5094,4080,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Limburgstraat","Limburgstraat","rue du Limbourg","Rue du Limbourg","van Vlaanderenstraat tot s. Baafsplaats.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
489,5095,4081,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lindenlei","Lindenlei","quai aux tilleuls","Quai aux tilleuls","van recollettenlei t. coupure, rechter oever.",2,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
490,5096,4082,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lindenstraat","Lindenstraat","rue des tilleuls","Rue des tilleuls","van haverstraat tot nijverheidslaan.","H 6",3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
491,5097,4083,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lindenstraat","Lindenstraat","rue des tilleuls","Rue des tilleuls","Ledeberg, van Vandeveldestraat tot rietgrachtstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
492,5098,4084,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Liverpoolstraat","Liverpoolstraat","rue de Liverpool","Rue de Liverpool","van meulesteedschen steenweg tot voorhavendreef.","HM 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
493,5099,4085,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Londenstraat","Londenstraat","rue de Londres","Rue de Londres","van voorhavendreef en gelijkloopend met deze tot voorhavenplaats.","HM 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
494,5100,4086,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Loodsenstraat","Loodsenstraat","rue des pilotes","Rue des pilotes","van meulesteedschensteenweg tegenover de windmolenstraat tot terneuzenlaan.","HM 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
495,5101,4087,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Loostraat","Loostraat","rue de Loo","Rue de Loo","van kortrijkschen steenweg tot smisstraat, s. Pieters-Aigem.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
496,5102,3701,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lousbergsboulevard","Lousbergsboulevard","boulevard Lousbergs","Boulevard Lousbergs","van slachthuisboulevard tot scheldeboulevard.",7,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
497,5103,4089,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Luxemburgstraat","Luxemburgstraat","rue du luxembourg","Rue du luxembourg","van kleine ram tot ram.",2,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
498,5104,4090,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Lijsterstraat","Lijsterstraat","r. de la grive","Rue de la grive","v. groendreef tot kiekenstr.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
499,5105,4091,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Maagdestraat","Maagdestraat","rue de la pucelle","Rue de la pucelle","van oude violettenlei tot papegaaistraat.",2,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
500,5106,4092,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Mageleinstraat","Mageleinstraat","rue magelein ou aux marjolaines","Rue magelein|Rue aux marjolaines","van catalognestraat en s. Baafsplaats tot kalanderstraat.",1,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
501,5107,4093,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Magerstraat","Magerstraat","rue maigre","Rue maigre","Gentbrugge, van brusselschen steenweg tot kasteelstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
502,5108,4094,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Makelaarsstraat","Makelaarsstraat","rue des courtiers","Rue des courtiers","van meulesteedschen steenweg tegenover de zeilstr. tot terneuzenlaan.","HM 3",1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
503,5109,4095,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Maltebrugstraat","Maltebrugstraat","rue du pont de malte","Rue du pont de malte","van en tot kortrijkschen steenweg, s. pieters-aigem.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=683&xywh=-638%2C-1%2C4524%2C2740","https://adore.ugent.be/IIIF/images/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28%3ADS.1369/full/full/0/native.jpg"
